id,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PRIO3,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,VVAR3,WEGE3,YDUQ3,Ibovespa,IBOV
1,5,0,0,18,0,13,12,3,0,5,0,4,4,1,2,2,3,11,0,0,0,2,4,1,1,6,0,1,1,6,2,0,2,4,0,5,0,6,4,0,1,0,0,0,2,11,4,1,1,1,2,0,0,0,0,0,2,11,0,0,7,0,4,7,5,0,0,3,0,2,0,4,1,0,0,0,0,2,1
2,3,0,0,28,2,13,11,1,0,6,0,4,1,1,1,3,12,13,0,0,0,1,12,0,1,4,0,4,4,16,2,0,2,8,0,8,0,12,6,0,1,0,0,0,1,12,5,2,1,2,0,0,0,0,0,0,3,14,0,0,7,0,5,7,3,1,0,2,0,2,0,6,1,0,0,0,0,3,1
3,5,0,0,20,1,13,12,1,0,6,0,2,1,1,2,0,4,9,0,1,0,1,8,2,1,7,0,4,4,10,0,0,3,5,0,8,0,9,5,0,1,0,0,0,1,9,3,1,2,1,0,0,1,0,0,0,3,12,0,0,3,0,3,5,3,1,0,1,0,4,0,5,1,0,0,0,0,3,1
4,4,0,0,19,0,15,13,3,0,6,0,6,1,1,1,1,6,9,0,1,0,2,6,2,2,3,0,4,1,16,4,0,2,4,0,8,0,7,6,0,1,1,0,0,2,6,4,2,2,1,1,1,1,0,0,0,2,11,0,0,12,0,5,8,3,4,0,1,0,2,0,6,2,0,0,0,0,2,0
5,3,0,0,17,0,17,8,2,0,8,0,4,1,2,1,2,9,12,0,1,0,1,8,1,1,10,0,3,3,11,3,0,2,6,3,9,0,10,8,0,1,0,0,0,3,15,7,1,3,3,2,0,0,1,0,0,2,12,0,0,14,0,5,3,7,1,0,0,0,2,0,5,2,0,0,0,0,2,0
6,4,0,0,22,0,13,13,0,0,4,0,9,1,2,4,1,3,15,0,1,0,1,7,1,1,8,0,4,4,13,2,0,2,7,0,8,0,12,8,0,1,0,0,0,3,10,10,1,3,1,3,1,0,0,0,0,3,15,0,0,8,0,4,8,7,2,0,1,0,4,0,7,2,0,0,0,0,3,1
7,4,0,0,24,1,8,12,1,0,6,0,4,1,1,2,3,5,14,0,2,0,1,8,1,1,9,0,10,9,12,0,2,2,7,2,10,0,11,7,0,1,1,0,0,2,13,9,1,3,1,1,0,1,0,0,0,3,13,0,0,5,0,11,4,3,5,0,1,0,0,0,6,2,0,0,0,0,3,1
8,3,0,0,18,1,10,8,0,0,3,0,4,0,1,3,1,2,7,0,0,0,1,4,1,1,7,0,6,2,9,2,0,2,5,0,7,0,7,3,0,0,0,0,0,2,7,4,1,2,1,0,0,0,0,0,0,2,8,0,0,4,0,0,5,0,2,0,1,0,2,0,3,1,0,0,0,0,2,1
9,2,0,0,30,2,18,10,1,0,8,0,4,2,2,2,2,2,13,0,1,0,1,7,1,1,6,0,3,0,7,2,0,0,7,2,6,0,7,5,0,0,0,0,0,2,11,3,1,1,1,0,0,0,0,0,0,2,11,0,0,8,0,0,3,3,2,0,0,0,4,0,3,2,0,0,0,0,2,0
10,4,0,0,19,1,16,12,3,0,3,0,7,1,1,3,0,8,19,0,0,0,1,11,1,1,9,0,4,4,16,2,0,3,5,2,9,0,10,7,0,1,0,0,0,2,11,4,1,2,3,0,1,0,0,0,0,2,10,0,0,13,3,5,3,3,4,0,5,0,3,0,4,1,0,0,0,0,2,1
11,4,0,0,21,0,14,14,4,0,3,0,3,1,0,1,0,4,9,0,2,0,1,7,2,1,7,0,3,4,12,3,0,2,5,0,6,0,7,4,0,1,0,0,0,2,6,4,1,1,2,0,0,0,0,0,0,1,9,0,0,8,0,3,7,5,3,0,3,0,1,1,8,1,0,0,0,0,2,1
12,4,0,0,28,1,15,12,3,0,5,0,6,0,1,1,3,3,17,0,3,0,2,5,0,2,4,0,4,4,6,3,0,2,8,2,10,0,8,9,0,0,0,0,0,2,9,4,1,2,2,0,0,0,0,0,0,2,9,0,0,12,0,8,5,3,3,0,2,0,0,0,4,1,0,0,0,0,2,1
13,5,0,0,18,0,10,7,3,0,3,0,5,1,1,2,3,2,19,0,4,0,1,7,1,1,7,0,11,8,13,2,0,3,4,2,7,0,8,10,0,1,2,0,0,3,8,8,2,3,2,1,0,0,0,0,0,2,9,0,0,16,0,8,3,3,2,0,2,0,2,0,5,1,0,0,0,0,2,1
14,5,0,0,30,1,12,14,3,0,3,0,4,2,2,1,3,2,22,0,1,0,3,14,1,1,10,0,10,3,20,2,0,0,6,2,11,0,8,6,0,1,1,0,0,2,9,4,2,2,1,0,1,0,0,0,0,2,10,0,0,14,3,3,0,4,2,0,2,0,2,0,5,1,0,0,0,0,2,0
15,4,0,0,26,0,14,13,3,0,4,0,3,2,2,1,2,9,24,0,1,0,1,12,1,0,11,0,8,10,20,2,3,2,9,2,10,0,11,7,0,1,1,0,0,2,9,7,3,5,1,0,1,0,0,0,0,3,11,0,0,6,0,4,7,4,3,0,5,0,2,0,5,1,0,0,0,0,2,1
16,2,0,0,26,0,11,11,3,0,3,0,3,2,2,2,5,5,18,0,0,0,2,8,1,1,7,2,9,5,19,3,0,8,11,0,10,0,12,8,0,2,1,0,0,2,10,6,2,3,1,0,1,0,0,0,0,2,12,0,0,10,0,6,10,0,6,2,2,0,2,0,6,2,0,0,0,0,2,1
17,5,0,0,27,1,18,12,3,0,4,0,2,2,1,2,0,4,17,0,1,0,1,8,2,2,12,2,5,9,26,8,5,7,11,0,12,0,13,7,0,1,1,0,0,2,9,7,4,3,1,0,1,0,0,0,0,2,11,0,0,14,0,3,7,4,3,2,2,0,2,0,8,2,0,0,0,0,2,1
18,2,0,0,21,1,10,19,8,0,3,0,4,4,3,2,4,9,11,0,2,0,1,9,2,1,13,3,5,3,36,2,0,0,8,2,13,0,17,4,0,1,0,0,0,2,11,6,3,2,2,2,2,1,0,0,0,2,11,0,0,13,0,6,3,4,5,0,5,0,0,0,10,2,0,0,0,0,2,1
19,2,0,0,15,0,9,11,4,0,4,0,2,1,2,2,2,8,9,0,1,0,2,5,2,3,17,2,3,4,30,3,0,2,7,3,14,0,16,3,0,1,1,0,0,2,6,7,1,1,2,2,0,0,0,0,0,1,9,0,0,9,0,0,3,3,3,0,5,0,0,0,7,1,0,0,0,0,2,1
20,3,0,0,18,1,8,13,3,0,4,0,2,5,3,3,2,5,17,0,0,0,1,11,0,1,14,2,5,7,17,5,2,5,5,0,15,0,20,5,0,1,0,0,0,1,4,2,2,4,1,1,2,1,0,0,0,2,9,0,0,14,0,3,8,3,0,0,3,0,2,0,4,1,0,0,0,0,2,0
21,4,0,0,16,1,6,11,5,0,3,0,4,1,4,1,2,5,11,0,0,0,1,12,1,2,8,2,5,4,16,2,2,0,7,2,13,0,17,4,0,1,1,0,0,2,5,5,1,0,1,1,1,1,0,0,0,2,9,0,0,12,0,0,0,0,2,0,3,0,0,0,6,1,0,0,0,0,2,1
22,3,0,0,17,2,9,13,5,0,5,0,2,3,5,2,3,6,13,0,0,0,2,8,3,2,14,2,7,7,18,2,0,0,2,2,10,0,18,4,0,1,0,0,0,2,6,3,2,1,0,0,1,0,0,0,0,2,12,0,0,11,0,3,7,3,2,0,2,0,3,0,4,2,0,0,0,0,3,1
23,1,0,0,16,0,8,13,2,0,2,0,2,1,2,1,3,6,10,0,2,0,3,8,1,2,8,0,5,2,45,2,0,2,3,2,14,0,17,4,0,0,1,0,0,2,6,9,2,1,1,0,1,0,0,0,0,2,9,0,0,7,0,6,11,3,2,0,5,0,2,0,5,1,0,0,0,0,2,1
24,3,0,0,15,1,11,15,4,0,3,0,3,2,3,2,4,8,4,0,3,0,1,9,1,2,11,2,8,8,38,2,2,3,5,2,14,0,19,5,0,1,1,0,0,2,7,5,2,2,1,1,1,0,1,0,0,2,10,0,0,10,0,3,6,6,5,0,3,0,2,0,5,2,0,0,0,0,2,1
25,0,0,0,16,1,12,7,6,0,5,0,2,2,1,1,0,7,8,0,1,0,2,9,3,2,7,3,4,3,39,2,2,2,2,0,11,0,17,5,0,1,1,0,0,2,7,2,2,1,1,0,1,0,0,0,0,2,11,0,0,11,0,4,5,5,2,1,2,0,1,0,5,1,0,0,0,0,2,1
26,2,0,0,13,0,9,8,3,0,4,0,2,6,4,0,2,7,10,0,2,0,1,6,1,1,8,1,2,3,34,2,0,5,3,0,9,0,11,4,0,1,0,0,0,2,8,6,1,3,1,0,1,1,0,0,0,2,9,0,0,5,0,0,3,3,2,0,7,0,0,0,4,1,0,0,0,0,2,0
27,2,0,0,18,1,14,9,3,0,6,0,3,2,1,1,2,10,12,0,2,0,1,6,1,1,12,1,5,4,28,2,0,0,5,2,15,0,15,4,0,0,0,0,0,2,9,3,2,3,1,1,1,0,0,0,0,2,11,0,0,4,0,3,4,3,1,0,3,0,0,0,4,1,0,0,0,0,2,1
28,3,0,0,13,1,10,5,2,0,5,0,3,4,2,2,2,8,11,0,1,0,2,5,2,1,8,1,3,4,34,2,0,3,3,0,7,0,12,4,0,0,1,0,0,2,9,3,1,1,2,1,0,0,0,0,0,2,11,0,0,11,3,5,5,3,1,0,4,0,1,0,4,1,0,0,0,0,2,0
29,2,0,0,13,0,14,9,4,0,5,0,4,2,2,1,1,9,10,0,0,0,2,8,1,2,12,3,5,4,46,0,0,2,4,0,15,0,21,9,0,1,1,0,0,3,12,3,2,1,2,2,2,2,0,0,0,3,16,0,0,12,0,5,3,3,0,0,4,0,1,0,4,2,0,0,0,0,3,1
30,2,0,0,17,1,10,9,3,0,5,0,7,1,1,1,2,8,11,0,0,0,2,9,1,1,11,1,4,7,47,4,2,2,8,2,12,0,16,7,0,1,1,0,0,3,11,14,3,2,2,6,2,0,0,0,0,3,14,0,0,7,0,5,7,3,0,0,3,0,3,0,6,3,0,0,0,0,3,1
31,3,0,0,16,0,12,9,3,0,8,0,3,2,2,2,3,4,9,0,0,0,2,3,1,1,6,1,4,2,40,2,0,4,7,2,7,0,10,3,0,0,2,0,0,3,14,7,2,1,1,2,1,0,0,0,0,2,11,0,0,7,3,8,4,16,1,0,3,0,2,0,6,2,0,0,0,0,2,1
32,6,0,0,22,1,19,11,2,0,6,0,5,2,3,2,3,4,12,0,1,0,1,6,2,1,17,3,2,3,40,2,2,0,7,2,12,0,17,8,0,1,1,0,0,3,11,13,2,1,1,3,0,1,0,0,0,3,18,0,0,7,0,3,7,3,1,1,6,0,5,1,8,3,0,0,0,0,3,1
33,4,0,0,14,1,14,11,1,0,4,0,1,3,3,1,3,8,13,0,1,0,2,5,2,1,10,1,2,1,32,2,0,4,8,2,9,0,12,6,0,0,1,0,0,4,11,18,1,2,2,1,0,0,0,0,0,2,13,0,0,8,0,3,3,3,2,1,5,0,2,1,5,1,0,0,0,0,2,1
34,6,0,0,29,0,17,12,4,0,5,0,3,2,2,3,3,8,9,0,0,0,2,8,1,2,9,0,3,2,30,2,0,0,8,0,10,0,16,7,0,1,1,0,0,3,9,15,1,2,2,2,1,0,0,0,0,2,14,0,0,12,0,4,9,5,0,0,14,0,4,0,7,2,0,0,0,0,2,1
35,4,0,0,16,1,17,5,5,0,9,0,3,2,1,4,2,7,12,0,2,0,2,3,1,1,12,0,4,6,23,1,0,0,4,1,9,0,15,7,0,0,1,0,0,3,13,14,1,2,1,1,2,0,1,0,0,2,14,0,0,9,0,4,5,4,1,3,8,0,2,0,7,2,0,0,0,0,3,1
36,5,0,0,13,0,10,12,3,0,2,0,3,4,1,3,2,8,7,0,2,0,2,6,1,1,7,1,5,3,29,2,0,0,3,0,9,0,14,5,0,1,1,1,0,3,7,24,2,1,2,2,0,1,0,0,0,2,10,0,0,8,0,5,6,0,1,0,6,0,3,0,6,2,0,0,0,0,2,1
37,10,0,0,9,1,13,8,1,0,4,0,2,5,5,4,3,14,12,0,1,0,2,5,1,0,8,1,4,3,23,3,0,4,5,2,12,0,19,5,0,1,1,0,0,2,12,12,5,2,1,2,1,1,1,0,0,2,11,0,0,9,0,3,3,5,0,0,11,0,4,0,5,2,0,0,0,0,2,1
38,10,0,0,14,0,8,8,3,0,3,0,3,3,2,6,0,13,13,0,1,0,1,5,3,1,6,0,2,1,27,2,0,2,7,2,9,0,16,6,0,1,1,0,0,3,9,9,2,3,1,1,1,1,1,0,0,2,9,0,0,5,0,6,4,3,0,0,13,0,4,0,4,2,0,0,0,0,2,1
39,10,0,0,15,0,10,5,3,0,3,0,3,2,2,3,3,6,22,0,0,0,2,2,1,1,6,0,2,2,20,2,0,2,3,4,7,0,15,7,0,1,1,0,0,4,5,7,1,4,1,1,0,0,0,0,0,2,8,0,0,6,0,8,4,0,0,0,7,0,3,0,4,2,0,0,0,0,2,0
40,5,0,0,12,0,17,12,1,0,3,0,4,3,3,4,4,6,9,0,0,0,2,5,3,2,10,1,3,2,15,5,2,3,11,2,8,0,10,8,0,1,1,0,0,3,12,8,2,2,2,0,1,1,0,0,0,2,8,0,0,8,0,7,15,3,1,0,4,0,4,0,5,2,0,0,0,0,2,1
41,9,0,0,17,0,14,6,2,0,4,0,6,2,6,3,4,15,15,0,1,0,1,6,2,1,6,4,8,5,26,7,0,3,6,1,9,0,17,8,0,1,1,0,0,3,12,7,2,5,1,0,2,2,1,0,0,2,10,0,0,11,0,6,6,0,0,0,12,0,5,0,4,2,0,0,0,0,3,1
42,11,0,0,19,0,18,8,2,0,6,0,8,3,2,4,6,12,15,0,1,0,2,6,2,5,7,1,5,4,27,2,1,3,7,2,10,0,18,6,0,2,1,0,0,4,11,7,5,6,2,1,1,4,0,0,0,2,10,0,0,11,0,5,7,7,1,1,13,0,3,0,5,2,0,0,0,0,2,1
43,5,0,0,25,1,15,12,1,0,4,0,6,3,2,5,5,19,15,0,1,0,1,5,1,1,4,1,7,3,19,2,0,2,6,1,10,0,13,6,0,1,1,0,0,3,13,7,3,7,2,4,2,0,0,0,0,2,10,0,0,16,0,4,6,5,1,0,11,0,1,0,7,3,0,0,0,0,3,1
44,7,0,0,18,1,18,9,1,0,6,0,9,3,3,4,4,18,9,0,1,0,2,5,1,1,3,3,5,4,23,3,0,4,6,3,11,0,16,8,0,1,1,0,0,3,8,6,4,6,1,3,1,1,0,0,0,2,12,0,0,11,0,2,6,0,3,0,9,0,3,0,5,3,0,0,0,0,2,1
45,5,0,0,15,1,18,10,2,0,8,0,9,3,2,3,7,13,10,0,2,0,1,6,1,2,4,4,3,2,18,4,1,3,8,3,11,0,13,9,0,1,1,0,0,4,14,5,4,5,2,3,1,1,0,0,0,2,10,0,0,10,0,2,11,5,1,1,7,0,3,0,5,3,0,0,0,0,2,1
46,8,0,0,17,2,16,17,2,0,6,0,12,4,5,4,3,13,20,0,0,0,2,4,1,1,12,1,5,3,19,4,0,3,3,2,12,0,17,9,0,1,1,0,0,5,13,4,4,6,3,5,2,2,0,0,0,3,11,0,0,19,0,5,6,5,2,0,7,0,3,0,5,4,0,0,0,0,3,1
47,6,0,0,13,1,17,13,4,0,19,0,15,4,6,3,2,14,20,0,1,0,1,5,3,2,12,3,3,5,28,6,1,2,4,1,9,0,18,13,0,1,1,0,0,4,14,5,3,11,2,14,2,2,0,0,0,2,10,0,0,12,2,0,12,2,1,0,9,0,1,0,6,4,0,0,0,0,3,1
48,4,0,0,10,0,8,7,2,0,3,0,8,2,2,1,2,5,13,0,0,0,1,4,1,2,5,1,1,5,9,3,0,1,6,1,4,0,8,7,0,1,1,0,0,3,8,2,2,4,1,4,0,0,0,0,0,1,5,0,0,6,0,2,2,0,1,0,7,0,1,0,4,2,0,0,0,0,2,1
49,7,0,0,15,0,12,7,5,0,10,0,12,3,2,4,3,8,13,0,0,0,3,7,1,2,13,3,3,1,32,3,1,4,3,5,7,0,20,7,0,0,1,0,0,4,10,5,2,7,1,9,0,0,0,0,0,2,9,0,0,8,2,0,12,4,2,0,12,1,7,0,5,3,0,0,0,0,2,1
50,8,0,0,12,1,13,14,5,0,7,0,28,3,3,1,2,11,14,0,2,0,2,7,1,2,8,5,4,6,23,5,4,3,3,3,10,0,14,5,0,1,1,0,0,3,11,18,3,8,1,4,2,1,0,0,0,2,11,0,0,18,50,12,5,4,1,0,9,0,3,0,4,2,0,0,0,0,2,1
51,7,0,0,14,1,9,15,6,0,5,0,36,3,3,2,3,9,10,0,0,0,1,7,2,1,5,3,3,3,15,3,1,4,8,0,11,0,18,8,0,1,1,0,0,3,10,24,4,5,1,5,3,2,0,0,0,2,10,0,0,11,63,4,6,5,2,0,7,0,5,0,6,3,0,0,0,0,3,1
52,3,0,0,14,0,10,10,3,0,4,0,14,5,2,1,2,12,14,0,1,0,1,6,1,1,5,5,3,4,20,1,1,1,3,1,8,0,12,5,0,1,1,0,0,2,8,10,6,4,3,2,1,0,0,0,0,2,9,0,0,11,48,2,14,5,3,0,7,0,3,0,5,2,0,0,0,0,2,1
53,7,0,0,12,1,6,12,2,0,8,0,10,5,3,2,6,10,17,0,0,0,1,6,2,1,5,1,6,5,15,2,0,2,4,5,8,0,11,6,0,1,1,0,0,3,11,11,3,5,1,2,0,0,1,0,0,2,11,0,0,12,72,2,20,4,4,0,7,0,1,0,5,2,0,0,0,0,2,1
54,3,5,0,7,0,9,4,4,0,6,0,7,4,1,1,2,8,12,0,0,0,1,8,1,1,4,1,3,2,17,7,1,0,4,2,7,0,13,8,0,1,0,0,0,3,6,6,2,3,1,2,0,1,0,0,0,1,8,0,0,13,32,5,10,13,0,1,1,0,3,0,5,3,0,0,0,0,2,1
55,6,1,0,13,0,10,5,1,0,6,0,6,6,2,2,2,7,7,0,0,0,1,11,1,1,8,2,3,4,13,4,1,4,4,0,8,0,9,5,0,1,0,1,0,3,7,3,3,2,2,4,1,1,0,0,0,1,7,0,0,7,46,0,15,5,1,0,6,0,2,0,6,2,0,0,0,0,2,1
56,3,2,0,13,0,14,5,2,1,6,0,8,5,1,2,2,10,19,0,1,0,1,7,2,1,1,5,3,1,23,4,0,1,6,4,7,0,15,5,0,1,2,0,0,3,11,6,3,3,2,4,1,2,0,0,0,1,8,0,0,21,36,4,18,2,3,0,5,0,1,0,5,2,0,0,0,0,2,1
57,3,1,0,10,0,12,7,3,0,8,0,8,2,6,4,4,7,15,0,0,0,1,10,1,1,4,1,6,3,20,8,0,1,7,4,7,0,12,5,0,1,1,0,0,3,11,4,3,7,2,7,0,1,0,0,0,2,7,0,0,17,52,7,20,6,1,0,9,0,4,0,5,2,0,0,0,0,2,1
58,5,6,0,13,2,9,12,6,1,2,0,10,4,3,13,2,12,16,0,2,0,1,10,2,1,6,3,9,5,22,4,3,4,5,4,11,0,11,6,0,1,1,0,0,4,13,8,2,9,2,5,0,2,1,0,0,2,11,0,0,15,60,5,20,12,2,0,8,0,1,0,6,3,0,0,0,0,2,1
59,6,3,0,25,1,26,13,6,0,6,0,10,7,6,9,2,14,29,0,1,0,1,12,1,1,8,6,16,5,23,5,3,3,2,2,11,0,17,8,0,1,1,0,0,6,20,21,2,6,3,7,0,2,1,0,0,3,16,0,0,25,75,7,18,8,1,0,11,0,2,0,8,3,0,0,0,0,7,2
60,3,1,0,23,0,20,9,7,0,8,0,10,4,3,2,3,9,27,0,0,0,1,8,2,2,6,4,10,6,32,3,2,3,5,2,9,0,17,10,0,1,1,0,0,6,18,87,3,9,3,5,0,0,0,0,0,3,11,0,0,19,94,3,20,5,1,3,7,0,0,1,5,3,0,0,0,0,4,1
61,1,1,0,15,2,13,8,3,1,6,0,7,2,1,4,0,10,22,0,1,0,1,12,3,2,7,4,8,6,20,2,3,2,5,2,8,0,12,6,0,1,0,0,0,5,17,41,2,8,1,4,1,1,0,0,0,2,10,0,0,13,45,4,16,3,1,0,10,0,1,0,4,2,0,0,0,0,3,1
62,3,2,0,13,0,17,9,9,0,4,0,6,3,3,4,2,7,22,1,1,0,2,14,2,1,8,3,7,0,18,1,0,2,8,4,8,0,12,7,0,1,0,0,0,4,14,29,2,6,1,4,2,1,0,0,0,2,11,0,0,13,48,5,8,8,1,0,13,0,2,0,4,2,0,0,0,0,3,1
63,3,1,0,12,2,16,8,4,0,6,0,3,3,1,1,0,6,12,0,0,0,3,11,2,0,6,3,6,4,20,2,0,2,5,1,9,0,7,4,0,0,0,0,0,3,7,23,2,5,1,3,0,0,0,0,0,1,7,0,0,8,43,3,8,0,0,0,7,0,0,0,3,1,0,0,0,0,2,1
64,1,1,0,14,0,17,9,4,0,3,0,3,5,3,2,4,9,12,0,0,0,2,16,1,1,5,3,12,8,23,2,0,3,2,1,7,0,10,6,0,1,1,0,0,4,9,35,3,7,2,4,1,0,0,0,0,2,10,0,0,10,37,6,10,5,0,0,9,0,0,0,4,2,0,0,0,0,2,1
65,3,2,0,12,2,13,7,5,0,6,0,4,2,1,3,1,6,13,0,1,0,2,19,2,1,6,3,7,3,25,2,0,2,7,2,7,0,13,6,0,1,1,0,0,4,12,19,2,7,2,3,0,1,0,0,0,1,9,0,0,12,45,5,7,3,0,0,12,1,1,0,6,3,0,0,0,0,2,1
66,3,3,0,19,1,11,10,1,1,6,0,4,5,1,3,1,4,28,0,1,2,2,11,2,1,6,4,16,8,23,2,0,2,5,6,8,0,13,9,0,1,0,0,0,4,12,18,1,12,2,3,1,0,0,0,0,1,8,0,0,9,46,3,13,8,1,0,10,0,1,0,5,2,0,0,0,0,2,1
67,5,1,0,16,2,22,13,3,0,8,0,4,3,1,4,2,8,20,0,0,1,2,14,2,2,4,2,14,10,14,8,0,2,8,2,8,0,11,8,0,0,1,0,0,6,16,21,2,13,3,8,0,2,0,0,0,3,11,0,0,15,49,7,8,8,0,1,7,0,0,0,5,3,0,0,0,0,3,1
68,2,0,0,14,2,11,10,3,1,2,0,7,6,2,2,2,5,15,0,0,8,2,10,2,2,4,3,9,7,17,4,2,5,5,2,7,0,9,7,0,1,0,0,0,5,9,13,1,11,2,9,0,0,0,0,0,2,9,0,0,8,51,8,11,8,1,0,8,0,1,0,4,2,0,0,0,0,2,1
69,5,3,0,13,4,11,10,3,0,9,0,8,3,1,4,1,4,17,0,1,6,3,14,1,2,4,7,9,9,20,5,0,2,11,5,8,0,14,5,0,0,0,0,1,5,14,18,2,16,5,6,1,0,1,0,0,2,9,0,0,20,55,3,11,3,0,0,8,0,1,0,5,2,0,0,0,0,2,1
70,6,2,0,22,2,20,18,2,0,9,0,9,4,2,2,2,16,14,0,0,2,1,13,2,1,8,5,10,6,24,6,0,1,9,4,7,0,11,7,0,1,1,0,2,8,24,11,2,14,4,6,1,2,0,0,0,1,11,0,0,10,73,5,12,3,1,1,9,0,0,0,6,3,0,0,0,0,3,1
71,4,1,0,16,0,25,28,2,1,9,0,9,4,3,3,2,14,17,0,0,4,1,23,2,1,3,8,5,11,24,1,0,4,7,2,8,0,13,8,0,1,0,0,1,7,14,15,1,14,2,7,3,2,0,0,0,2,10,0,0,10,46,4,10,0,4,0,11,0,3,1,6,3,0,0,0,0,3,1
72,5,1,0,13,2,16,21,2,1,6,0,8,4,2,8,4,15,17,0,0,3,1,16,2,1,6,8,8,4,20,5,0,3,4,2,7,0,9,3,0,1,0,0,1,6,15,12,2,14,3,24,0,2,0,0,0,1,9,0,0,10,41,9,9,6,1,0,8,0,1,0,5,4,0,0,0,0,2,1
