id,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PRIO3,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,VVAR3,WEGE3,YDUQ3,Ibovespa,IBOV
73,3,1,0,18,2,12,21,2,1,6,0,9,4,2,7,2,17,30,0,0,4,2,13,1,3,7,6,100,52,15,3,1,4,4,7,9,0,15,6,0,1,1,0,1,5,16,11,1,10,4,7,2,3,0,0,0,2,11,0,0,14,41,6,15,5,1,0,11,0,0,1,7,6,0,0,0,0,2,1
74,6,1,0,20,0,14,22,5,4,7,0,6,4,2,5,5,22,24,0,2,8,1,16,1,2,4,3,23,13,20,4,1,3,9,4,9,0,14,6,0,1,3,0,1,7,19,18,1,9,3,15,4,3,0,0,0,2,11,0,0,14,40,5,13,9,0,0,10,0,1,0,7,6,0,0,0,0,2,1
75,4,1,0,10,1,11,18,6,4,2,0,6,2,3,4,2,18,15,0,1,4,1,14,3,1,8,3,14,6,17,6,0,1,8,3,10,0,16,4,0,1,1,0,1,3,15,23,2,7,2,29,3,2,0,0,0,1,9,0,0,18,75,5,5,6,1,0,10,0,2,1,8,5,0,0,0,0,2,0
76,6,2,0,11,1,13,17,8,2,4,0,6,4,4,5,6,27,18,0,1,4,1,21,2,1,9,5,17,8,11,6,0,1,5,6,9,0,17,4,0,1,1,1,1,5,13,22,5,12,3,36,2,1,0,0,0,2,11,0,0,13,49,7,7,4,1,0,6,0,3,0,7,6,0,0,0,0,3,0
77,3,1,0,16,2,19,14,2,0,7,0,7,8,3,6,3,28,28,0,1,5,1,14,1,2,11,5,14,9,16,4,1,1,14,16,14,0,19,6,0,2,1,0,0,5,14,23,3,14,4,32,1,1,0,0,0,2,11,0,0,11,61,6,19,6,3,1,7,0,2,0,8,6,0,0,0,0,3,1
78,4,1,0,13,2,11,19,7,2,8,0,5,3,1,6,4,19,41,0,1,5,1,9,2,3,8,3,16,10,10,7,1,1,13,9,11,0,16,3,0,1,1,0,1,6,13,14,3,12,3,22,2,3,0,0,0,2,9,0,0,6,76,7,9,5,1,0,13,0,0,0,9,6,0,0,0,0,2,1
79,4,0,0,20,1,17,17,5,2,4,0,5,8,3,12,2,25,32,0,1,6,1,16,3,1,5,9,7,9,18,3,0,1,8,8,13,0,18,5,0,1,1,1,1,6,20,10,3,11,4,21,0,1,1,0,0,2,11,0,0,17,100,11,5,7,3,0,7,1,1,0,9,6,0,0,0,0,3,0
80,4,2,0,10,0,15,11,5,1,2,0,4,6,2,8,6,12,18,0,0,3,2,16,1,1,4,3,9,3,17,2,0,3,7,7,10,0,16,5,0,0,0,0,1,5,9,10,2,8,2,14,1,0,1,0,0,2,8,0,0,10,59,2,12,9,3,0,3,0,1,0,8,4,0,0,0,0,2,0
81,6,0,0,18,1,14,13,5,0,6,0,8,3,4,21,4,14,22,0,2,4,1,16,3,2,5,5,9,6,24,4,3,4,9,9,13,0,15,5,0,1,1,0,1,4,11,13,4,15,4,30,2,5,0,0,0,2,9,0,0,6,68,12,17,6,2,1,9,0,1,0,9,8,0,0,0,0,2,0
82,2,0,0,10,0,16,21,4,0,5,0,5,5,3,11,3,16,18,0,2,4,2,10,2,1,8,5,17,9,19,4,0,1,9,11,11,0,16,6,0,1,0,0,1,5,16,11,4,13,7,20,2,1,0,0,0,2,10,1,0,15,65,9,13,6,4,0,14,0,1,0,8,7,0,0,0,0,2,0
83,4,1,0,12,2,13,13,3,1,2,0,4,10,1,10,5,28,19,0,0,1,1,14,1,2,2,4,12,4,15,6,3,2,7,10,8,0,12,4,0,1,0,0,2,6,16,12,2,11,3,19,1,2,1,0,0,1,8,0,0,11,39,5,10,11,5,0,11,0,1,0,6,5,0,0,0,0,2,0
84,7,1,0,19,2,7,18,2,3,3,0,9,4,2,7,3,20,18,0,0,2,1,14,3,1,5,3,18,12,16,6,1,1,7,7,7,0,19,4,0,0,1,0,0,5,16,14,2,14,2,25,2,2,0,0,0,2,11,0,0,8,58,12,12,2,3,3,18,0,5,0,8,5,0,0,0,0,2,0
85,4,1,0,15,3,10,10,2,1,1,1,4,4,3,5,2,9,16,0,1,2,1,12,2,1,3,3,6,7,9,2,0,3,3,2,8,0,15,3,0,1,0,0,1,4,9,12,2,9,3,18,1,2,0,0,0,2,10,0,0,11,33,6,11,7,0,5,11,3,3,0,7,4,0,0,0,0,2,0
86,2,0,0,14,1,11,12,2,0,5,1,6,2,1,9,4,10,21,0,0,4,1,10,2,2,6,4,7,6,12,3,1,6,6,8,7,0,12,3,0,1,1,0,0,3,11,10,2,8,4,15,1,2,0,0,0,2,7,0,0,19,37,13,8,9,3,5,16,0,0,0,6,4,0,0,0,0,1,0
87,2,1,0,18,1,15,19,3,1,1,1,6,3,2,6,2,7,26,0,6,4,1,12,1,1,6,5,15,6,13,3,1,1,6,6,9,0,17,4,0,1,1,0,0,5,10,9,3,11,3,18,0,1,0,0,0,2,8,0,0,14,30,8,11,2,2,5,6,0,4,0,5,6,0,0,0,0,2,1
88,3,0,0,15,0,9,12,1,1,4,2,7,5,2,6,2,12,23,0,5,2,2,12,1,2,3,4,8,6,13,2,0,1,23,8,9,0,13,3,0,0,1,0,1,5,10,13,2,11,2,22,1,4,0,0,0,2,9,0,0,6,22,12,10,6,3,7,12,0,4,0,6,7,0,0,0,0,2,1
89,4,0,0,17,1,11,13,2,1,3,4,9,3,1,6,2,12,27,0,2,2,1,14,1,2,6,8,12,9,11,4,0,3,10,10,10,0,16,4,0,0,0,0,0,3,9,10,2,8,2,20,0,3,0,0,0,2,7,0,0,7,35,4,8,5,1,5,12,0,3,0,6,6,0,0,0,0,2,1
90,5,1,0,17,2,13,21,5,1,4,8,9,4,1,6,5,7,24,0,2,3,1,17,1,1,6,3,12,5,59,4,0,0,10,7,10,0,16,2,0,0,1,0,1,4,13,8,1,10,1,20,0,1,0,0,0,2,8,0,0,9,49,8,5,5,3,2,12,0,0,0,5,7,0,0,0,0,2,0
91,2,0,0,10,1,13,15,2,0,3,3,8,2,1,7,4,8,20,0,4,2,0,13,0,1,3,4,7,4,30,5,2,2,5,8,5,0,7,2,0,1,0,0,0,2,6,10,2,11,2,12,0,0,0,0,0,1,6,0,0,11,36,9,8,5,2,6,9,0,1,0,4,5,0,0,0,0,2,0
92,6,2,0,20,0,7,16,3,2,5,4,13,3,5,5,6,14,25,0,2,2,3,17,1,2,3,4,9,7,41,4,1,3,19,9,12,0,12,3,0,1,1,0,0,5,12,9,1,16,2,16,1,5,0,0,0,1,9,0,0,18,31,7,10,5,3,4,13,0,1,0,5,8,0,0,0,0,3,0
93,3,0,0,13,1,12,16,6,1,3,4,19,6,2,5,5,9,22,0,2,3,2,26,1,2,8,6,11,11,35,3,0,2,12,4,9,0,16,4,0,1,1,0,0,3,13,8,3,20,1,11,0,2,0,0,0,3,9,1,0,19,65,9,14,4,1,9,15,0,2,0,6,8,0,0,0,0,3,1
94,5,0,0,19,1,11,17,1,1,3,3,12,8,3,5,6,14,25,0,2,5,2,14,3,1,12,4,21,11,25,4,1,1,9,9,11,0,17,4,0,1,1,0,1,5,12,5,1,16,2,14,2,2,1,0,0,3,10,0,0,13,63,15,7,5,3,9,12,0,2,0,6,9,0,0,0,0,3,1
95,3,2,0,20,2,16,22,2,1,3,6,18,6,4,6,7,13,25,0,0,2,1,11,4,2,9,4,25,16,16,3,1,2,15,6,11,0,13,5,0,2,0,0,1,5,19,4,2,17,2,9,1,3,0,0,0,3,13,0,0,12,75,10,7,5,1,6,15,0,3,0,6,6,0,0,0,0,5,1
96,2,0,0,21,2,20,23,5,1,3,10,22,4,7,7,5,14,37,0,1,4,1,14,4,2,10,9,14,11,35,3,0,3,9,7,7,0,15,6,0,2,0,0,0,6,16,9,2,14,2,11,2,3,0,0,0,3,11,0,0,10,68,19,12,7,1,8,13,0,1,0,6,8,0,0,0,0,4,1
97,6,1,0,20,2,21,23,3,0,6,5,30,4,6,7,4,9,25,0,0,2,1,16,4,1,5,3,24,12,28,5,1,7,11,7,9,0,15,5,0,2,0,0,1,6,24,5,3,14,5,10,1,2,1,0,0,2,12,0,0,13,66,5,8,7,0,11,15,0,3,0,6,8,0,0,0,0,5,1
98,2,0,0,10,0,11,11,3,0,4,5,16,3,1,3,4,8,19,0,3,3,1,5,2,1,3,3,9,7,13,5,0,1,10,3,6,0,9,2,0,1,0,0,1,2,12,5,1,9,3,10,1,2,0,0,0,1,6,0,0,8,36,5,6,3,1,8,11,0,4,0,4,6,0,0,0,0,3,1
99,6,2,0,20,4,20,30,1,1,3,6,36,4,4,6,12,7,32,0,2,5,2,13,3,3,16,6,22,15,25,3,0,0,13,4,11,0,21,3,0,1,1,0,0,8,18,8,4,14,4,15,1,1,0,0,0,3,13,0,0,8,50,6,9,7,2,11,5,0,2,0,5,9,0,0,1,0,5,1
100,4,0,0,13,3,18,26,5,0,8,5,33,4,4,5,40,7,33,0,2,5,2,18,1,1,33,6,16,17,35,5,2,4,11,9,12,0,23,4,0,2,1,0,1,9,20,7,3,13,5,14,3,2,0,0,0,3,13,0,0,19,64,15,9,3,2,6,13,0,2,0,6,10,0,0,1,0,4,1
101,5,1,0,17,1,16,20,9,1,3,3,100,3,2,9,15,10,20,0,4,2,0,20,3,2,16,3,12,9,19,6,1,2,11,7,11,0,17,6,0,1,1,0,0,8,16,9,3,19,3,11,1,2,1,0,0,3,12,0,0,8,63,20,8,0,1,4,11,1,1,0,7,10,0,0,0,0,4,1
102,3,0,0,12,2,13,21,7,1,2,8,49,3,4,5,11,15,25,0,0,5,2,15,2,1,17,5,11,11,14,4,3,3,13,7,10,0,13,6,0,1,1,0,0,6,15,6,3,10,2,12,2,1,0,0,0,3,12,0,1,11,46,16,14,2,2,25,16,0,3,0,5,8,0,0,0,0,4,1
103,4,0,0,12,2,14,13,5,0,3,6,36,3,4,5,11,9,24,0,2,3,1,17,2,1,13,3,11,8,18,2,1,4,7,7,10,0,16,4,0,1,1,0,2,5,15,6,2,10,1,9,1,4,0,0,0,2,11,0,1,24,40,15,7,7,2,37,10,0,3,0,6,8,0,0,0,0,4,1
104,6,1,3,16,1,17,13,3,0,3,6,32,4,3,6,13,9,23,0,5,3,1,15,2,1,8,5,12,13,14,4,0,4,8,4,7,0,12,5,0,1,0,0,1,4,12,6,1,13,1,14,2,0,0,0,0,2,10,0,0,17,42,10,5,7,2,26,10,0,1,0,5,8,0,0,0,0,4,1
105,6,2,2,14,2,29,16,8,1,2,3,35,2,3,8,11,19,21,0,1,2,1,12,3,1,15,4,7,10,12,2,1,1,12,5,8,0,11,4,0,1,0,0,1,5,15,4,4,8,2,8,1,1,0,0,0,3,12,0,0,23,61,12,13,5,1,18,10,0,1,0,4,7,0,0,0,0,5,1
106,5,2,2,13,2,27,14,6,1,4,4,39,3,1,6,15,17,18,0,1,3,2,14,2,2,15,5,17,13,26,5,3,1,9,4,9,1,13,7,0,1,0,0,1,6,13,10,1,6,2,8,8,1,0,0,0,2,10,0,0,13,49,12,9,7,1,11,9,0,1,0,4,8,0,0,0,0,5,1
107,7,1,4,18,2,20,16,4,0,3,5,56,3,4,5,15,24,20,0,2,3,1,15,3,1,23,8,13,10,27,7,1,3,11,7,11,0,16,7,1,2,1,0,2,5,18,9,2,10,2,11,4,3,0,0,0,2,11,0,0,21,48,7,9,3,3,24,17,0,1,1,6,9,0,0,0,0,4,1
108,6,1,3,16,0,20,16,7,1,4,3,41,3,3,4,17,22,16,0,0,2,2,15,4,1,20,6,13,13,23,4,0,1,8,6,8,4,12,6,5,2,2,0,2,6,10,5,3,10,3,8,2,2,1,0,0,2,10,1,0,15,46,21,16,8,1,20,13,0,3,1,5,7,0,0,1,0,4,1
109,4,2,2,16,2,19,12,7,2,4,3,23,4,0,7,6,23,15,0,0,1,2,11,2,1,13,4,14,4,16,5,0,2,12,8,9,0,12,6,1,1,1,0,2,8,22,4,1,7,5,12,2,2,0,0,0,2,8,0,0,20,52,15,6,5,4,23,14,0,0,2,3,7,0,0,0,0,3,1
110,5,4,4,23,1,20,18,7,1,7,6,30,6,3,9,14,17,19,0,4,2,2,13,3,5,10,6,13,11,25,4,1,1,10,3,9,0,14,13,1,2,1,0,1,8,21,9,2,8,3,18,1,2,0,0,0,5,17,0,1,33,46,19,4,7,3,28,8,0,1,1,4,10,0,0,0,0,5,1
111,7,5,3,30,2,21,18,6,1,6,4,32,6,3,7,12,14,24,0,2,3,3,22,5,2,10,6,12,9,18,11,3,3,6,7,10,1,10,6,2,2,2,0,2,8,21,7,2,5,2,11,3,0,0,0,0,4,17,0,0,22,39,13,9,8,3,34,22,0,1,1,5,11,0,0,0,0,5,1
112,5,2,2,27,4,22,11,6,0,5,3,32,6,2,4,9,21,23,0,1,2,2,18,2,1,10,3,21,13,22,3,0,0,13,8,11,0,12,8,1,2,0,0,1,7,21,4,1,3,2,13,3,1,0,0,0,6,29,0,1,22,49,15,6,12,3,31,26,0,1,2,5,10,0,0,0,0,6,1
113,4,3,1,26,2,22,18,6,2,4,5,34,3,2,2,11,20,13,0,0,1,1,17,3,1,15,4,25,15,17,3,1,3,8,6,9,0,11,6,1,1,1,0,1,8,22,8,1,5,1,11,1,1,0,0,0,8,52,0,0,30,43,21,8,8,3,27,21,0,1,1,5,8,0,0,0,0,6,1
114,6,1,5,33,2,23,15,19,1,2,6,32,2,2,5,14,14,22,0,2,3,1,19,5,1,15,4,23,17,16,5,3,8,12,5,11,0,14,9,1,1,1,0,1,12,20,4,2,5,2,21,1,2,1,0,0,7,38,0,0,20,40,14,5,5,1,35,19,0,1,1,7,12,0,0,1,0,7,2
115,7,1,4,26,4,35,14,12,3,2,2,33,8,1,6,10,19,16,1,1,1,1,16,2,1,10,6,17,11,28,11,1,3,8,4,6,0,13,8,1,1,0,0,1,12,23,6,1,6,3,16,2,2,0,0,0,5,24,0,0,20,43,13,11,3,2,31,14,0,4,1,5,10,0,0,0,0,6,1
116,7,1,2,28,4,19,15,12,2,2,4,28,6,2,6,12,15,12,0,1,1,1,11,2,1,9,4,23,12,11,11,1,3,8,5,6,0,11,6,1,2,1,0,1,12,21,5,2,6,2,11,0,2,0,0,0,4,23,0,0,15,38,14,9,13,1,22,11,0,0,1,5,8,0,0,0,0,5,1
117,6,2,4,23,5,26,13,8,2,4,4,22,3,2,2,8,11,16,0,0,2,2,16,1,1,13,7,13,16,20,9,1,4,6,8,6,0,14,7,1,1,1,0,1,9,17,4,1,7,2,8,2,2,0,0,0,3,22,0,1,18,32,16,5,7,1,23,13,1,3,1,4,8,0,0,0,0,5,1
118,8,1,1,28,2,24,12,9,0,2,2,43,2,2,5,8,9,16,0,1,1,1,11,5,2,13,4,27,22,81,5,1,1,5,8,6,1,11,6,1,2,1,0,1,10,15,4,1,6,4,9,2,1,1,0,0,3,22,0,1,12,29,12,3,5,1,24,17,0,1,1,6,7,0,0,0,0,5,1
119,5,1,2,19,2,19,23,6,0,2,2,29,3,3,4,6,17,13,0,0,2,1,11,4,2,10,3,11,14,32,6,1,0,5,3,9,0,10,7,1,1,0,0,1,7,19,4,1,7,5,12,0,2,1,0,0,3,17,0,0,10,32,12,7,2,3,28,13,0,1,1,6,8,0,0,0,0,4,1
120,9,2,3,23,2,24,25,5,1,2,3,37,6,2,6,7,18,8,0,0,2,1,12,2,1,14,5,29,12,38,8,1,4,10,7,7,0,13,15,1,2,0,0,1,10,21,6,4,7,4,12,2,0,0,0,0,4,20,0,1,14,49,29,7,7,0,29,14,0,1,1,7,9,0,0,1,0,5,1
121,8,2,5,20,4,30,29,7,2,6,6,37,2,2,3,14,14,19,0,0,3,1,15,3,2,15,6,27,19,32,10,0,5,10,6,10,1,13,9,1,2,1,0,1,9,21,4,2,5,5,11,3,0,1,0,0,4,20,0,0,14,30,27,23,12,3,35,19,0,1,2,7,11,0,0,0,0,5,1
122,7,1,4,22,3,22,24,8,2,7,5,25,1,1,6,8,26,11,0,0,1,2,13,4,3,10,6,13,15,36,4,3,7,10,4,8,0,10,8,1,2,1,0,2,9,28,6,3,6,5,9,1,1,1,0,0,4,20,0,0,25,46,14,15,7,0,29,13,0,3,3,5,10,0,0,0,0,5,1
123,7,2,6,32,4,21,38,16,3,2,4,31,4,2,11,10,34,19,0,0,1,2,16,4,2,11,14,18,15,29,5,1,7,11,7,11,0,10,7,1,2,1,1,1,10,24,5,2,8,2,23,2,2,0,0,0,4,21,0,0,14,38,18,13,8,3,22,21,0,1,2,8,9,0,0,0,0,5,1
124,6,2,3,26,1,22,34,14,1,8,1,28,3,2,7,11,14,15,0,0,2,1,10,2,2,9,16,23,20,16,4,1,4,12,5,13,0,11,8,1,2,1,0,1,11,15,6,1,4,2,14,3,2,0,0,0,3,18,0,1,9,30,16,2,7,2,16,19,1,0,1,7,8,0,0,0,0,5,1
125,5,2,3,26,3,24,25,24,2,3,3,24,1,1,6,8,15,16,0,2,2,1,21,2,1,12,15,18,16,18,4,3,2,11,4,11,0,9,11,1,1,1,0,1,12,17,7,2,8,2,13,5,0,0,0,0,3,18,0,1,20,29,13,5,10,1,30,22,0,1,1,6,8,0,0,0,0,6,1
126,5,2,5,26,4,25,18,13,1,4,2,22,2,3,5,7,19,18,0,1,1,1,13,2,2,7,10,26,14,14,4,0,3,6,1,8,0,12,12,0,1,1,0,0,10,23,5,1,5,2,11,4,2,0,0,0,3,15,0,1,21,43,22,2,5,0,25,16,0,1,1,6,10,0,0,0,0,5,1
127,4,1,6,15,2,25,18,7,0,3,4,20,1,1,7,4,15,13,0,1,1,2,9,2,1,15,9,17,12,14,8,2,1,7,3,6,1,10,8,0,1,0,0,2,9,16,4,1,7,3,7,5,2,1,0,0,2,13,0,0,5,26,21,6,6,1,21,14,0,0,2,4,8,0,1,0,0,6,1
128,7,1,4,24,4,26,20,21,0,4,3,20,2,2,5,9,13,21,0,1,2,1,12,2,2,6,10,16,11,14,7,3,3,12,5,8,0,8,9,1,1,1,0,1,10,14,5,2,5,2,13,3,2,0,0,0,3,16,0,1,11,25,17,9,7,1,25,12,0,2,1,5,9,0,1,0,0,5,1
129,5,2,4,18,4,27,28,20,2,9,3,25,2,1,6,13,26,19,0,0,2,2,14,3,1,11,4,14,14,15,7,1,1,10,3,8,0,9,12,1,1,1,0,1,11,17,4,2,7,4,12,3,1,0,0,0,4,16,0,0,7,39,17,8,8,1,29,11,0,2,1,7,11,0,1,0,0,5,1
130,7,1,2,27,4,29,18,12,2,5,5,20,3,3,3,15,25,13,0,0,1,3,11,3,1,21,7,17,7,24,5,0,1,10,5,8,0,9,11,1,1,0,0,2,11,18,3,1,8,2,7,2,1,0,0,0,5,19,0,0,6,33,14,7,9,0,25,12,0,0,2,5,12,0,0,0,0,6,1
131,9,2,5,39,5,31,20,13,2,5,2,21,1,3,5,20,19,27,0,1,2,2,13,4,2,13,6,25,15,13,5,1,2,7,9,8,1,10,12,1,1,0,0,2,11,20,8,1,8,3,11,1,3,1,0,0,6,22,0,4,6,38,13,11,6,3,37,18,0,0,2,7,12,0,1,0,0,8,2
132,10,1,4,31,4,24,22,9,0,2,4,20,2,2,6,15,20,43,0,1,1,1,9,4,2,14,7,29,19,24,5,0,3,8,7,17,0,13,15,1,1,0,0,1,11,22,7,3,5,2,5,3,2,0,0,0,5,24,0,1,21,31,15,3,9,4,23,14,1,4,1,6,11,0,0,0,0,9,2
133,12,2,4,26,2,24,22,16,2,5,3,23,2,5,4,10,15,30,0,0,2,2,13,3,2,14,11,23,21,23,4,0,6,10,11,15,0,13,17,1,2,1,0,2,11,17,4,3,5,2,10,4,3,0,0,0,4,19,0,1,14,37,16,8,6,2,27,12,0,1,2,5,11,0,0,0,0,7,1
134,34,3,6,25,1,30,14,13,0,3,3,18,1,1,4,10,21,33,0,1,1,4,12,5,3,13,10,24,19,22,6,0,5,13,7,15,0,13,12,1,2,1,0,2,11,16,5,1,6,6,13,3,2,0,0,0,4,17,0,1,21,38,30,14,6,2,24,12,0,4,2,7,13,0,1,1,0,6,1
135,20,4,8,35,4,29,21,17,0,4,4,22,3,3,6,21,20,29,0,2,1,3,13,6,2,20,13,22,14,33,6,0,3,9,13,15,0,13,13,1,2,1,0,1,13,23,5,1,9,5,9,2,2,1,0,0,5,23,0,1,16,37,17,18,5,1,30,15,0,3,3,7,13,0,1,1,0,13,2
136,26,3,3,33,4,29,22,18,2,4,4,28,4,2,6,15,41,42,0,1,3,5,11,4,3,19,13,17,12,27,4,1,5,5,11,11,0,12,10,1,2,0,1,2,11,24,9,1,6,3,17,3,4,0,0,0,4,23,0,1,20,41,20,12,8,3,37,26,0,0,2,7,12,0,0,0,0,9,2
137,16,2,3,26,2,21,12,14,0,2,4,19,2,3,4,13,47,29,0,1,2,3,12,2,2,16,14,14,6,14,5,2,2,5,10,10,0,11,6,1,1,0,0,1,9,15,11,1,4,3,12,1,5,0,0,0,3,17,0,1,19,31,10,7,5,1,20,14,0,1,1,5,8,0,0,0,0,6,1
138,20,3,3,20,1,15,17,14,2,3,5,20,1,1,3,11,49,27,0,0,1,2,11,3,2,10,11,16,11,14,9,0,5,8,14,9,1,14,7,1,1,1,0,1,10,32,4,1,3,2,8,1,4,0,0,0,3,18,0,1,18,30,13,5,5,2,28,15,0,4,1,6,10,0,0,1,0,6,1
139,17,1,3,26,3,25,24,10,0,4,3,21,4,2,11,23,63,26,0,1,2,2,10,3,5,21,19,13,9,21,5,1,3,5,16,12,1,18,7,1,2,1,0,2,11,30,4,3,5,4,16,2,3,1,0,0,4,19,0,1,17,34,19,8,6,2,38,14,0,2,2,7,14,0,4,1,0,7,2
140,15,3,6,19,2,26,28,11,2,6,5,23,2,3,4,20,48,21,0,1,3,4,15,4,5,17,16,18,12,39,3,1,0,12,11,11,1,15,7,1,1,1,0,2,10,28,6,3,3,3,11,2,3,0,0,0,4,18,0,1,9,51,18,3,6,6,28,27,0,1,2,6,13,0,3,0,0,7,2
141,11,6,4,19,4,23,26,16,2,7,4,24,2,3,3,7,48,22,0,1,2,2,11,3,3,10,24,11,12,18,8,1,4,6,11,10,1,12,11,1,1,1,0,2,10,19,6,4,4,4,10,2,5,0,0,0,3,17,0,1,9,31,10,8,9,3,31,13,0,0,2,6,10,0,4,1,0,7,1
142,19,2,5,17,1,22,23,11,2,5,3,21,2,2,4,11,34,29,0,0,2,1,14,1,3,8,14,14,6,47,8,3,5,6,15,10,2,12,10,1,1,0,0,2,8,19,4,3,4,3,10,2,7,0,0,0,4,19,0,1,14,33,7,15,5,5,22,29,0,1,1,7,11,0,5,1,0,6,2
143,14,2,1,11,1,13,14,4,0,2,1,16,1,1,3,6,29,12,0,0,1,2,8,1,2,11,12,8,4,19,11,1,4,4,13,7,1,9,6,1,0,1,1,1,8,15,3,3,3,2,8,3,3,0,0,0,2,13,0,1,5,14,9,23,9,3,20,13,0,3,1,5,6,0,3,0,0,4,1
