PC1,ticker,ref.date,volume,price.open,price.high,price.low,price.close,price.adjusted,ret.adjusted.prices,ret.closing.prices,my.dummy
-1.01233357791408,^BVSP,2016-04-04,19020200,50556,50556,47874,50293,50293,,,0
-0.900005395204349,^BVSP,2016-04-11,26114000,50303,53844,50078,53228,53228,0.0583580219911319,0.0583580219911319,0
-0.965404724163712,^BVSP,2016-04-18,18233000,53229,54054,52305,52908,52908,-0.00601187345006393,-0.00601187345006393,0
-0.91694917234131,^BVSP,2016-04-25,21652400,52911,54978,51748,53911,53911,0.0189574355484994,0.0189574355484994,0
-0.894373073787623,^BVSP,2016-05-02,18391500,53910,54113,51204,51718,51718,-0.0406781547365102,-0.0406781547365102,0
-0.868142184346372,^BVSP,2016-05-09,22312300,51717,53976,49908,51804,51804,0.00166286399319393,0.00166286399319393,0
-0.825862125784168,^BVSP,2016-05-16,18633100,51803,52305,49588,49723,49723,-0.0401706431935758,-0.0401706431935758,0
-1.08962363370209,^BVSP,2016-05-23,12736100,49709,50357,48695,49051,49051,-0.0135148723930575,-0.0135148723930575,0
-0.995622441948083,^BVSP,2016-05-30,17117200,49051,50634,48200,50619,50619,0.0319667285070642,0.0319667285070642,0
-0.88943126203742,^BVSP,2016-06-06,16467700,50627,51812,49421,49422,49422,-0.0236472470811355,-0.0236472470811355,0
-0.961416408528025,^BVSP,2016-06-13,19661400,49419,50191,48067,49534,49534,0.00226619724009547,0.00226619724009547,0
-0.901466434110733,^BVSP,2016-06-20,17775000,49539,51673,49539,50105,50105,0.0115274357007309,0.0115274357007309,0
-0.87445973712932,^BVSP,2016-06-27,19098900,50106,52346,48954,52233,52233,0.0424708112962777,0.0424708112962777,0
-0.844171907589718,^BVSP,2016-07-04,15187900,52241,53166,50825,53141,53141,0.0173836463538377,0.0173836463538377,0
-0.785790944631918,^BVSP,2016-07-11,19215100,53143,55649,53143,55578,55578,0.0458591294857078,0.0458591294857078,0
-0.764646616164282,^BVSP,2016-07-18,18043200,55573,57171,55355,57002,57002,0.025621648853863,0.025621648853863,0
-0.673973852599429,^BVSP,2016-07-25,18603500,57006,57474,55993,57308,57308,0.00536823269358977,0.00536823269358977,0
-0.764045834089289,^BVSP,2016-08-01,19550900,57309,58030,55696,57661,57661,0.00615969847141762,0.00615969847141762,0
-0.889115784930111,^BVSP,2016-08-08,17431800,57655,58753,56735,58298,58298,0.0110473283501846,0.0110473283501846,0
-0.830680566806755,^BVSP,2016-08-15,17811800,58316,59418,58081,59099,59099,0.013739750934852,0.013739750934852,0
-0.901185792541713,^BVSP,2016-08-22,16576600,59080,59099,57259,57716,57716,-0.0234014111913907,-0.0234014111913907,0
-0.87652332387191,^BVSP,2016-08-29,17025900,57717,59655,57506,59616,59616,0.0329198142629428,0.0329198142629428,0
-0.885257513870514,^BVSP,2016-09-05,12812200,59616,60310,57961,58000,58000,-0.0271068169618894,-0.0271068169618894,0
-0.747609215015278,^BVSP,2016-09-12,17758800,57998,58595,56459,57080,57080,-0.0158620689655172,-0.0158620689655172,0
-0.900510987685403,^BVSP,2016-09-19,15757000,57083,59462,57083,58697,58697,0.0283286615276805,0.0283286615276805,0
-0.982479493208894,^BVSP,2016-09-26,14354100,58697,59621,57411,58367,58367,-0.0056220931223061,-0.0056220931223061,0
-0.967682620764499,^BVSP,2016-10-03,17798600,58370,61275,58367,61109,61109,0.0469786009217537,0.0469786009217537,0
-0.975654698452576,^BVSP,2016-10-10,15148800,61130,62039,60243,61767,61767,0.0107676447004532,0.0107676447004532,0
-0.843080440224276,^BVSP,2016-10-17,18429400,61768,64372,61719,64108,64108,0.0379004970291579,0.0379004970291579,0
-0.789739398514475,^BVSP,2016-10-24,19257200,64141,64728,63084,64308,64308,0.00311973544643407,0.00311973544643407,0
-0.864260391069175,^BVSP,2016-10-31,16419000,64312,65291,61491,61598,61598,-0.042140946694035,-0.042140946694035,0
-0.732471541030869,^BVSP,2016-11-07,27417600,61601,64767,58921,59184,59184,-0.0391895840774051,-0.0391895840774051,0
-0.84883446312589,^BVSP,2016-11-14,16985100,59183,61493,58322,59962,59962,0.0131454447147878,0.0131454447147878,0
-0.7717915539528,^BVSP,2016-11-21,15297700,59963,62550,59963,61559,61559,0.0266335345718955,0.0266335345718955,0
-0.839635778581067,^BVSP,2016-11-28,20460200,61559,62934,58092,60316,60316,-0.0201920109163567,-0.0201920109163567,0
-0.850911650996032,^BVSP,2016-12-05,16585800,60322,61936,59396,60501,60501,0.00306717952118851,0.00306717952118851,0
-0.750907288631764,^BVSP,2016-12-12,17943800,60517,60517,57575,58389,58389,-0.034908513908861,-0.034908513908861,0
-0.851863538214857,^BVSP,2016-12-19,13497000,58390,58600,56829,57937,57937,-0.00774118412714719,-0.00774118412714719,0
-0.976227368119327,^BVSP,2016-12-26,6384900,57941,60248,57941,60227,60227,0.0395256916996047,0.0395256916996047,0
-0.773499968377008,^BVSP,2017-01-02,12665600,60227,62409,59371,61665,61665,0.0238763345343451,0.0238763345343451,0
-0.749509533497252,^BVSP,2017-01-09,15514500,61680,64342,61307,63652,63652,0.0322224924997974,0.0322224924997974,0
-0.654423116324296,^BVSP,2017-01-16,13990200,63652,64694,63456,64521,64521,0.0136523597059008,0.0136523597059008,0
-0.768115546866339,^BVSP,2017-01-23,12885000,64519,66594,64500,66034,66034,0.0234497295454192,0.0234497295454192,0
-0.762133764259423,^BVSP,2017-01-30,14658200,66025,66025,64163,64954,64954,-0.0163552109519338,-0.0163552109519338,0
-0.73741740068176,^BVSP,2017-02-06,14546900,64957,66292,63740,66125,66125,0.0180281429935032,0.0180281429935032,0
-0.649689666369236,^BVSP,2017-02-13,16937400,66125,68456,66125,67748,67748,0.0245444234404537,0.0245444234404537,0
-0.674512238431066,^BVSP,2017-02-20,15634700,67756,69488,66452,66662,66662,-0.0160299935053433,-0.0160299935053433,0
-1.04585424070124,^BVSP,2017-03-01,8128200,66661,67398,65594,66786,66786,0.00186013020911457,0.00186013020911457,0
-0.762040225421394,^BVSP,2017-03-06,16897100,66786,66892,64203,64675,64675,-0.0316084209265415,-0.0316084209265415,0
-0.637237660113873,^BVSP,2017-03-13,16803100,64674,66554,64152,64210,64210,-0.00718979512949358,-0.00718979512949358,0
-0.651780620047061,^BVSP,2017-03-20,17396000,64232,65136,62496,63854,63854,-0.00554430774022741,-0.00554430774022741,0
-0.801299532188415,^BVSP,2017-03-27,14470000,63829,65775,63030,64984,64984,0.0176966204153224,0.0176966204153224,0
-0.743149318120477,^BVSP,2017-04-03,13654100,64989,66211,63762,64593,64593,-0.00601686569001603,-0.00601686569001603,0
-0.924995416727477,^BVSP,2017-04-10,13628800,64593,64928,62826,62826,62826,-0.0273559054386698,-0.0273559054386698,0
-0.816345766239025,^BVSP,2017-04-17,9114000,62828,64591,62828,63761,63761,0.0148823735396173,0.0148823735396173,0
-0.808477792177603,^BVSP,2017-04-24,15538700,63761,65436,63761,65403,65403,0.0257524191904142,0.0257524191904142,0
-0.738934602641879,^BVSP,2017-05-02,13483300,65404,66877,64721,65710,65710,0.00469397428252516,0.00469397428252516,0
-0.515292783186962,^BVSP,2017-05-08,14821700,65705,68429,65295,68222,68222,0.0382285801247908,0.0382285801247908,0
-0.344423195938773,^BVSP,2017-05-15,27447400,68227,68792,60315,62639,62639,-0.0818357714520243,-0.0818357714520243,0
-0.485193326164242,^BVSP,2017-05-22,22600900,62638,64170,60925,64085,64085,0.02308465971679,0.02308465971679,0
-0.696842101710847,^BVSP,2017-05-29,14661400,64055,64107,62161,62511,62511,-0.0245611297495514,-0.0245611297495514,0
-0.701124013621881,^BVSP,2017-06-05,14109600,62503,63637,62010,62211,62211,-0.0047991553486586,-0.0047991553486586,0
-0.914597150375955,^BVSP,2017-06-12,14912200,62219,62475,61269,61626,61626,-0.00940348169937788,-0.00940348169937788,0
-0.759858782465091,^BVSP,2017-06-19,15887100,61620,62272,60544,61087,61087,-0.00874630837633461,-0.00874630837633461,0
-0.769137920808361,^BVSP,2017-06-26,14197700,61088,63038,61088,62900,62900,0.029678982434888,0.029678982434888,0
-0.730222192192499,^BVSP,2017-07-03,12139800,62901,63485,62035,62322,62322,-0.00918918918918921,-0.00918918918918921,0
-0.61536918421794,^BVSP,2017-07-10,14740300,62322,65624,62322,65436,65436,0.0499663040338885,0.0499663040338885,0
-0.677121812646575,^BVSP,2017-07-17,11469900,65431,65604,64599,64684,64684,-0.011492144996638,-0.011492144996638,0
-0.556021031725064,^BVSP,2017-07-24,12833200,64695,65873,64678,65497,65497,0.0125687959928267,0.0125687959928267,0
-0.58800739287988,^BVSP,2017-07-31,14142300,65503,67277,65503,66898,66898,0.0213902926851612,0.0213902926851612,0
-0.543485469558086,^BVSP,2017-08-07,14329900,66898,68500,66650,67359,67359,0.00689108792490067,0.00689108792490067,0
-0.633691132784205,^BVSP,2017-08-14,15460500,67364,68950,67226,68715,68715,0.0201309401861667,0.0201309401861667,0
-0.267770621720758,^BVSP,2017-08-21,15423200,68713,71506,68514,71074,71074,0.0343302044677289,0.0343302044677289,0
-0.365967285534806,^BVSP,2017-08-28,15260300,71074,72217,70516,71923,71923,0.0119452964515856,0.0119452964515856,0
-0.55034238529448,^BVSP,2017-09-04,13585500,71921,73646,71671,73079,73079,0.0160727444628284,0.0160727444628284,0
-0.435732449308734,^BVSP,2017-09-11,18118400,73096,75820,73096,75757,75757,0.0366452742922043,0.0366452742922043,0
-0.329881330866378,^BVSP,2017-09-18,16384600,75758,76420,75029,75390,75390,-0.00484443681771984,-0.00484443681771984,0
-0.455033861028675,^BVSP,2017-09-25,16940000,75381,75470,73125,74294,74294,-0.0145377371004112,-0.0145377371004112,0
-0.327586768178043,^BVSP,2017-10-02,16555600,74295,78024,73845,76055,76055,0.0237031254206261,0.0237031254206261,0
-0.640454901250302,^BVSP,2017-10-09,12806100,76055,77319,75181,76990,76990,0.0122937347971863,0.0122937347971863,0
-0.302123395246032,^BVSP,2017-10-16,14158600,76985,77382,75366,76391,76391,-0.00778023119885696,-0.00778023119885696,0
-0.411350199758977,^BVSP,2017-10-23,14968600,76398,77061,75315,75976,75976,-0.00543257713605005,-0.00543257713605005,0
-0.519507278725564,^BVSP,2017-10-30,15412300,75973,75973,73094,73915,73915,-0.0271269874697273,-0.0271269874697273,0
-0.497739922913043,^BVSP,2017-11-06,18039000,73911,74481,71920,72166,72166,-0.0236623148210783,-0.0236623148210783,0
-0.697545772733671,^BVSP,2017-11-13,13226600,72167,73632,70825,73437,73437,0.0176121719369231,0.0176121719369231,0
-0.597621908921377,^BVSP,2017-11-21,11017300,73439,75073,73439,74157,74157,0.00980432207198012,0.00980432207198012,0
-0.577348876547692,^BVSP,2017-11-27,17832800,74157,74989,71215,72264,72264,-0.025526922610138,-0.025526922610138,0
-0.515104724704604,^BVSP,2017-12-04,15397600,72266,74166,71356,72732,72732,0.00647625373630034,0.00647625373630034,0
-0.616144873509517,^BVSP,2017-12-11,18052300,72775,74622,71798,72608,72608,-0.00170488918220313,-0.00170488918220313,0
-0.59962249961022,^BVSP,2017-12-18,12737400,72621,75227,72347,75187,75187,0.0355195019832526,0.0355195019832526,0
-0.775278439429337,^BVSP,2017-12-26,5454900,75187,76437,74924,76402,76402,0.0161597084602392,0.0161597084602392,0
-0.416896172689517,^BVSP,2018-01-02,12255700,76403,79135,76403,79071,79071,0.0349336404806158,0.0349336404806158,0
-0.407751871045735,^BVSP,2018-01-08,15756500,79070,79440,78164,79349,79349,0.0035158275473941,0.0035158275473941,0
-0.382549245906724,^BVSP,2018-01-15,14817500,79349,81429,79349,81220,81220,0.0235793771818171,0.0235793771818171,0
-0.366252239391132,^BVSP,2018-01-22,17318500,81220,85531,80524,85531,85531,0.0530780595912337,0.0530780595912337,0
-0.324919891446234,^BVSP,2018-01-29,19151300,85531,86213,83804,84041,84041,-0.0174205843495341,-0.0174205843495341,0
-0.288788233117009,^BVSP,2018-02-05,21033500,84040,84410,79690,80899,80899,-0.0373865137254436,-0.0373865137254436,0
-0.766908451685985,^BVSP,2018-02-15,6965100,83551,84686,83551,84525,84525,0.0448213204118717,0.0448213204118717,0
-0.245976725347005,^BVSP,2018-02-19,18696800,84525,87358,84261,87293,87293,0.0327477077787637,0.0327477077787637,0
-0.0844921253781428,^BVSP,2018-02-26,21754500,87296,88318,83897,85761,85761,-0.0175500899270273,-0.0175500899270273,0
-0.287199436112028,^BVSP,2018-03-05,17666800,85292,86931,84397,86371,86371,0.00711279019600974,0.00711279019600974,0
-0.268469501046621,^BVSP,2018-03-12,17186000,86386,87333,84525,84886,84886,-0.0171932708895347,-0.0171932708895347,0
-0.371800323484208,^BVSP,2018-03-19,15692100,84886,85499,83678,84377,84377,-0.00599627736022435,-0.00599627736022435,0
-0.4871767931566,^BVSP,2018-03-26,11365700,84377,85708,82889,85366,85366,0.0117212036455432,0.0117212036455432,0
-0.442125505896201,^BVSP,2018-04-02,15452600,85365,86148,82826,84820,84820,-0.00639598903544736,-0.00639598903544736,0
-0.392582195982844,^BVSP,2018-04-09,16405300,84832,85577,83155,84334,84334,-0.00572978071209618,-0.00572978071209618,0
-0.217311512275988,^BVSP,2018-04-16,16251500,84328,86149,82762,85550,85550,0.014418858348946,0.014418858348946,0
-0.101659710058911,^BVSP,2018-04-23,11627400,85520,87179,84349,86445,86445,0.0104617182933957,0.0104617182933957,0
-0.395819184595878,^BVSP,2018-04-30,13352300,86443,86739,82746,83118,83118,-0.0384868991844526,-0.0384868991844526,0
-0.110193368089575,^BVSP,2018-05-07,20478700,83199,86406,82201,85220,85220,0.0252893476743907,0.0252893476743907,0
-0.0522800212713911,^BVSP,2018-05-14,23431600,85222,86678,81391,83082,83082,-0.0250880075099742,-0.0250880075099742,0
-0.139525564753315,^BVSP,2018-05-21,23735500,83095,83883,78622,78898,78898,-0.0503598854144098,-0.0503598854144098,0
-0.158664409962356,^BVSP,2018-05-28,23635000,78886,78886,75337,77240,77240,-0.0210144743846485,-0.0210144743846485,0
0.0625536699347091,^BVSP,2018-06-04,27266200,77244,78892,71162,72942,72942,-0.0556447436561367,-0.0556447436561367,0
-0.199874771442224,^BVSP,2018-06-11,22552500,72943,73716,69583,70758,70758,-0.0299415974335774,-0.0299415974335774,0
-0.267230892805377,^BVSP,2018-06-18,19620600,70757,72617,69069,70641,70641,-0.00165352327652002,-0.00165352327652002,0
-0.286975418099717,^BVSP,2018-06-25,17828300,70642,73020,69779,72763,72763,0.0300392123554309,0.0300392123554309,0
-0.297450467894343,^BVSP,2018-07-02,11712600,72763,75127,71935,75010,75010,0.0308810796696124,0.0308810796696124,0
-0.421737102960333,^BVSP,2018-07-10,11176300,75015,76682,74196,76594,76594,0.0211171843754165,0.0211171843754165,0
-0.147972865419709,^BVSP,2018-07-16,18938200,76587,79489,75890,78571,78571,0.025811421260151,0.025811421260151,0
0.036762853613782,^BVSP,2018-07-23,15814800,78571,80589,77871,79866,79866,0.0164819080831351,0.0164819080831351,0
-0.0602239255448034,^BVSP,2018-07-30,16021100,79866,81792,78573,81435,81435,0.0196454060551423,0.0196454060551423,0
0.110643232836892,^BVSP,2018-08-06,13929000,81445,81765,76043,76514,76514,-0.0604285626573341,-0.0604285626573341,0
-0.187894659345347,^BVSP,2018-08-13,19085300,76513,78742,75633,76029,76029,-0.00633870925582247,-0.00633870925582247,0
-0.102876827127561,^BVSP,2018-08-20,18292100,76029,77232,74876,76262,76262,0.0030646200791804,0.0030646200791804,0
-0.268024512576729,^BVSP,2018-08-27,16535400,76264,78783,76026,76678,76678,0.00545487923212096,0.00545487923212096,0
-0.393416061577649,^BVSP,2018-09-03,10964500,76675,76675,74276,76416,76416,-0.00341688619943137,-0.00341688619943137,0
-0.211896443111869,^BVSP,2018-09-10,13108100,76416,77293,74275,75429,75429,-0.0129161432160804,-0.0129161432160804,0
-0.206847645714174,^BVSP,2018-09-17,19149800,75428,80002,75227,79444,79444,0.0532288642299381,0.0532288642299381,0
-0.277640747033257,^BVSP,2018-09-24,15972100,79447,80107,77005,79342,79342,-0.00128392326670357,-0.00128392326670357,0
0.0904875664809624,^BVSP,2018-10-01,27013300,79350,85442,78091,82322,82322,0.0375589221345567,0.0375589221345567,0
-0.0589223361169424,^BVSP,2018-10-08,21648700,82324,87333,82324,82921,82921,0.00727630524039746,0.00727630524039746,0
-0.0195032353370924,^BVSP,2018-10-15,22291600,82922,86167,82922,84220,84220,0.0156655129581167,0.0156655129581167,0
0.131708200985253,^BVSP,2018-10-22,19412500,84222,85786,83035,85720,85720,0.0178104963191641,0.0178104963191641,0
0.267427903386313,^BVSP,2018-10-29,26059000,85728,89017,82783,88419,88419,0.03148623425105,0.03148623425105,0
0.260691600372431,^BVSP,2018-11-05,19104200,88418,89598,84030,85641,85641,-0.031418586502901,-0.031418586502901,0
-0.201061445726548,^BVSP,2018-11-12,18720500,85644,88516,84071,88515,88515,0.0335586926822433,0.0335586926822433,0
-0.127858384825225,^BVSP,2018-11-19,14175900,88472,88484,85763,86230,86230,-0.0258148336440152,-0.0258148336440152,0
0.193383907858456,^BVSP,2018-11-26,25818300,86237,90246,84905,89504,89504,0.0379682245158297,0.0379682245158297,0
0.126060337290268,^BVSP,2018-12-03,22454500,89511,91242,87025,88115,88115,-0.0155188594923132,-0.0155188594923132,0
0.00995943563299129,^BVSP,2018-12-10,20686900,88115,88384,85583,87450,87450,-0.00754695568291441,-0.00754695568291441,0
0.00143169186490688,^BVSP,2018-12-17,25783700,87448,88101,84756,85697,85697,-0.0200457404230989,-0.0200457404230989,0
-0.356822446736003,^BVSP,2018-12-26,10825100,85684,88044,83892,87887,87887,0.0255551536226473,0.0255551536226473,0
-0.0593283710117673,^BVSP,2019-01-02,17003700,87887,92701,87536,91841,91841,0.0449895889039336,0.0449895889039336,0
0.532133158875931,^BVSP,2019-01-07,24244000,91845,93987,91064,93658,93658,0.0197841922452935,0.0197841922452935,0
0.499933900470783,^BVSP,2019-01-14,23408900,93645,96396,93335,96097,96097,0.0260415554464115,0.0260415554464115,0
0.268094039515335,^BVSP,2019-01-21,11993000,96093,97677,94662,97677,97677,0.016441720345068,0.016441720345068,0
0.844858291589398,^BVSP,2019-01-28,28889300,97674,98405,94783,97861,97861,0.00188375973873067,0.00188375973873067,0
0.62058309264837,^BVSP,2019-02-04,25425200,97861,98589,93424,95343,95343,-0.0257303726714422,-0.0257303726714422,0
0.562477559095641,^BVSP,2019-02-11,24305300,95351,98238,93737,97526,97526,0.0228962797478578,0.0228962797478578,0
0.386594859196633,^BVSP,2019-02-18,23815200,97527,98544,95793,97886,97886,0.00369132333941713,0.00369132333941713,0
0.53545184512608,^BVSP,2019-02-25,21209000,97881,98190,94394,94604,94604,-0.0335287988067752,-0.0335287988067752,0
-0.184641159385846,^BVSP,2019-03-07,8158500,94216,95476,93305,95365,95365,0.00804405733372793,0.00804405733372793,0
0.559069364144577,^BVSP,2019-03-11,21617400,95384,99393,95384,99137,99137,0.0395532952341007,0.0395532952341007,0
0.842382907492029,^BVSP,2019-03-18,25390700,99141,100439,93380,93735,93735,-0.0544902508649646,-0.0544902508649646,0
0.654371791175487,^BVSP,2019-03-25,24762900,93735,95863,91584,95415,95415,0.0179228676588254,0.0179228676588254,0
0.487344038296368,^BVSP,2019-04-01,19550800,95423,97493,94124,97108,97108,0.0177435413719016,0.0177435413719016,0
0.456993811188733,^BVSP,2019-04-08,21981500,97110,97610,92516,92875,92875,-0.0435906413477777,-0.0435906413477777,0
0.179273336865765,^BVSP,2019-04-15,20603300,92875,95140,92338,94578,94578,0.0183364737550471,0.0183364737550471,0
0.533372802915472,^BVSP,2019-04-22,20789800,94578,96563,93721,96236,96236,0.0175305039226881,0.0175305039226881,0
0.322951238787879,^BVSP,2019-04-29,15332400,96254,97123,95312,96008,96008,-0.00236917577621676,-0.00236917577621676,0
0.551294440248584,^BVSP,2019-05-06,21290000,95992,96312,92750,94258,94258,-0.0182276476960254,-0.0182276476960254,0
0.720410352561641,^BVSP,2019-05-13,24412600,94252,94252,89409,89993,89993,-0.0452481486982538,-0.0452481486982538,0
0.680957027929108,^BVSP,2019-05-20,21522000,90006,95212,89822,93628,93628,0.0403920304912604,0.0403920304912604,0
0.801511480641563,^BVSP,2019-05-27,22974700,93626,97992,93626,97030,97030,0.0363352843166573,0.0363352843166573,0
0.934512140941473,^BVSP,2019-06-03,20383700,97036,98326,95686,97821,97821,0.00815211790167991,0.00815211790167991,0
0.828077601059608,^BVSP,2019-06-10,28234100,97828,99364,96782,98040,98040,0.00223878308338699,0.00223878308338699,0
0.424313427475693,^BVSP,2019-06-17,18352900,98038,102100,97623,102013,102013,0.0405242758057935,0.0405242758057935,0
0.545300554237373,^BVSP,2019-06-24,21277400,102018,102617,99421,100967,100967,-0.0102535951300324,-0.0102535951300324,0
0.81339558418574,^BVSP,2019-07-01,18351500,100973,104176,100073,104089,104089,0.0309209939881348,0.0309209939881348,0
0.700177757339667,^BVSP,2019-07-08,19909300,104090,106650,103903,103906,103906,-0.00175811084744781,-0.00175811084744781,0
0.59202180387239,^BVSP,2019-07-15,20184900,103909,104773,103361,103452,103452,-0.0043693338209535,-0.0043693338209535,0
0.940904587922674,^BVSP,2019-07-22,23333500,103452,104570,102196,102819,102819,-0.00611877972392994,-0.00611877972392994,0
0.923909125621979,^BVSP,2019-07-29,24745900,102817,104056,100950,102674,102674,-0.00141024518814614,-0.00141024518814614,0
1.43519253822891,^BVSP,2019-08-05,25733400,102658,104848,99630,103996,103996,0.0128757036835032,0.0128757036835032,0
1.29521359979978,^BVSP,2019-08-12,28262500,103946,103946,98200,99806,99806,-0.0402900111542752,-0.0402900111542752,0
1.08152985283345,^BVSP,2019-08-19,26293200,99810,101469,97085,97667,97667,-0.0214315772598842,-0.0214315772598842,0
1.14990113076497,^BVSP,2019-08-26,26342200,97687,101551,95855,101135,101135,0.0355084112340913,0.0355084112340913,0
1.2249503800901,^BVSP,2019-09-02,15786400,101133,103258,99406,102935,102935,0.0177979927819252,0.0177979927819252,0
1.22742647600143,^BVSP,2019-09-09,24874600,102937,104699,102231,103501,103501,0.00549861563122356,0.00549861563122356,0
0.991600490017578,^BVSP,2019-09-16,26180600,103496,106001,102782,104817,104817,0.0127148529965895,0.0127148529965895,0
0.925866867541668,^BVSP,2019-09-23,22468700,104817,105633,103034,105078,105078,0.00249005409427849,0.00249005409427849,0
0.927290238740757,^BVSP,2019-09-30,22372700,105077,105178,99826,102551,102551,-0.0240488018424409,-0.0240488018424409,0
0.90580120726042,^BVSP,2019-10-07,20944900,102546,104381,99868,103832,103832,0.012491345769422,0.012491345769422,0
0.990282929277349,^BVSP,2019-10-14,20257800,103834,105891,103438,104729,104729,0.00863895523538028,0.00863895523538028,0
1.42708133379243,^BVSP,2019-10-21,24404100,104729,108083,104696,107364,107364,0.0251601753096087,0.0251601753096087,0
1.36014675559153,^BVSP,2019-10-28,24573300,107366,108496,106356,108196,108196,0.00774933869826011,0.00774933869826011,0
1.41184641059015,^BVSP,2019-11-04,27840500,108196,109672,107127,107629,107629,-0.00524048948205114,-0.00524048948205114,0
0.827361151787413,^BVSP,2019-11-11,19851500,107622,108368,105261,106557,106557,-0.00996014085423069,-0.00996014085423069,0
0.729157234503711,^BVSP,2019-11-18,19145600,106566,108692,105367,108692,108692,0.0200362247435644,0.0200362247435644,0
0.925549522011259,^BVSP,2019-11-25,23688200,108692,108915,106312,108233,108233,-0.00422294189084749,-0.00422294189084749,0
1.29769851989076,^BVSP,2019-12-02,24187800,108246,111430,108190,111126,111126,0.0267293708942744,0.0267293708942744,0
1.4395678249933,^BVSP,2019-12-09,28290500,111125,112829,110133,112565,112565,0.012949264798517,0.012949264798517,0
1.50851500525789,^BVSP,2019-12-16,32043700,112565,115171,111896,115121,115121,0.0227068804690622,0.0227068804690622,0
0.476719717668199,^BVSP,2019-12-23,11690000,115119,117803,114964,116534,116534,0.0122740420948393,0.0122740420948393,0
0.861634197769804,^BVSP,2019-12-30,15665100,116530,118792,115649,117707,117707,0.0100657318894057,0.0100657318894057,0
1.51643745435995,^BVSP,2020-01-06,28071500,117707,117707,114952,115503,115503,-0.0187244598876872,-0.0187244598876872,1
1.93856554983078,^BVSP,2020-01-13,26986100,115503,118479,115503,118478,118478,0.0257569067470109,0.0257569067470109,1
1.81736273780737,^BVSP,2020-01-20,26045900,118478,119593,116906,118376,118376,-0.000860919326794885,-0.000860919326794885,1
1.65021305599768,^BVSP,2020-01-27,28960500,118347,118347,112825,113761,113761,-0.0389859430965737,-0.0389859430965737,1
1.70153951891987,^BVSP,2020-02-03,32491900,113761,117701,113467,113770,113770,7.9113228610872e-05,7.9113228610872e-05,1
1.82798169493646,^BVSP,2020-02-10,33385000,113771,117581,112134,114381,114381,0.00537048431045095,0.00537048431045095,1
1.82876247724184,^BVSP,2020-02-17,24571700,114381,116552,112661,113681,113681,-0.00611989753542985,-0.00611989753542985,1
1.51402906895567,^BVSP,2020-02-27,22466100,105711,106656,99951,104172,104172,-0.0836463437161883,-0.0836463437161883,1
2.91194880765394,^BVSP,2020-03-02,47117300,104260,108804,96886,97997,97997,-0.0592769650193911,-0.0592769650193911,1
5.17838919829331,^BVSP,2020-03-09,67739100,97982,97982,68488,82678,82678,-0.156321111870772,-0.156321111870772,1
4.74955093593306,^BVSP,2020-03-16,75842300,82565,82565,61691,67069,67069,-0.188792665521662,-0.188792665521662,1
4.0642651949059,^BVSP,2020-03-23,59652600,67067,78846,62161,73429,73429,0.0948277147415348,0.0948277147415348,1
3.61048493198179,^BVSP,2020-03-30,40807400,73431,75511,69569,72253,72253,-0.0160154707268245,-0.0160154707268245,1
